nconst	primaryName	knownForTitles
nm1234893	Sylvain White	['tt0775539', 'tt0480255', 'tt2354215', 'tt2149175']
nm1443023	Nacho Vigalondo	['tt0480669', 'tt4680182', 'tt1680133', 'tt0406501']
nm0125803	Bobby Farrelly	['tt0129387', 'tt0181739', 'tt15339570', 'tt0183505']
nm0268380	Peter Farrelly	['tt6966692', 'tt0129387', 'tt0109686', 'tt1333125']
nm0382956	Scott Hicks	['tt0117631', 'tt0098275', 'tt0120834', 'tt1327194']
nm0001708	Joel Schumacher	['tt0293508', 'tt0118688', 'tt0134273', 'tt0183649']
nm0210320	Kirk DeMicco	['tt0481499', 'tt0482603', 'tt27155038', 'tt2850386']
nm0761498	Chris Sanders	['tt0275847', 'tt0892769', 'tt0481499', 'tt29623480']
nm1375358	Jon Hurwitz	['tt7221388', 'tt0366551', 'tt11097240', 'tt2531344']
nm1376383	Hayden Schlossberg	['tt7221388', 'tt0481536', 'tt1268799', 'tt11097240']
nm0634240	Christopher Nolan	['tt6723592', 'tt1375666', 'tt0816692', 'tt0482571']
nm0640334	Gavin O'Connor	['tt2140479', 'tt0482572', 'tt1291584', 'tt0161023']
nm1052162	Bryan Bertino	['tt0482606', 'tt3286052', 'tt1285009', 'tt10229558']
nm0551076	Neil Marshall	['tt0280609', 'tt0435625', 'tt0483607', 'tt1020558']
nm0233757	Jaco Van Dormael	['tt0485947', 'tt3792960', 'tt0103105', 'tt0116581']
nm0151540	Jay Chandrasekhar	['tt0247745', 'tt0331953', 'tt0486551', 'tt0377818']
nm1103162	Tim Story	['tt0120667', 'tt1621045', 'tt0303714', 'tt0316732']
nm0891216	Matthew Vaughn	['tt1250777', 'tt1270798', 'tt2802144', 'tt0375912']
nm0142286	D.J. Caruso	['tt1464540', 'tt1059786', 'tt1293847', 'tt0107843']
nm0065608	Walt Becker	['tt0976238', 'tt0486946', 'tt0283111', 'tt1684734']
nm0387706	Gregory Hoblit	['tt0081873', 'tt0186151', 'tt0106079', 'tt0117381']
nm1381100	Kyle Newman	['tt0489049', 'tt1731701', 'tt13021790', 'tt13487922']
nm0510731	Doug Liman	['tt1631867', 'tt0117802', 'tt0977855', 'tt3359350']
nm0075849	Shari Springer Berman	['tt0305206', 'tt10962368', 'tt0489237', 'tt0158831']
nm0700301	Robert Pulcini	['tt0305206', 'tt1623742', 'tt11527058', 'tt7660850']
nm1135423	Darren Lynn Bousman	['tt0963194', 'tt0432348', 'tt1480285', 'tt4163020']
nm0082802	Mike Binder	['tt10259078', 'tt0490204', 'tt0365885', 'tt0181689']
nm0000217	Martin Scorsese	['tt5537002', 'tt0075314', 'tt0070379', 'tt0099685']
nm0339004	Luke Greenfield	['tt1924435', 'tt0265647', 'tt0255798', 'tt0265208']
nm1433996	Peter Cornwell	['tt0379000', 'tt0492044', 'tt1430150', 'tt2309295']
nm0275698	Andy Fickman	['tt1075417', 'tt3450650', 'tt0118615', 'tt1414382']
nm1009277	Dax Shepard	['tt2097307', 'tt0387808', 'tt0406375', 'tt0493405']
nm0871860	Jeff Tremaine	['tt3063516', 'tt0800325', 'tt9684220', 'tt1116184']
nm0067457	Timur Bekmambetov	['tt0403358', 'tt7826276', 'tt2638144', 'tt0409904']
nm0812200	Iain Softley	['tt0106339', 'tt0397101', 'tt0113243', 'tt0272152']
nm0001752	Steven Soderbergh	['tt0098724', 'tt0181865', 'tt1291580', 'tt0195685']
nm0346550	Davis Guggenheim	['tt0139654', 'tt1566648', 'tt0497116', 'tt3065132']
nm0000095	Woody Allen	['tt0079522', 'tt0075686', 'tt0118954', 'tt0091167']
nm0744834	Eli Roth	['tt1448754', 'tt4978420', 'tt0361748', 'tt0450278']
nm0000142	Clint Eastwood	['tt0405159', 'tt1205489', 'tt0186566', 'tt0105695']
nm0336695	James Gray	['tt1951181', 'tt2935510', 'tt1212428', 'tt1103275']
nm1356588	Stefano Sollima	['tt0499097', 'tt8332438', 'tt2049116', 'tt5052474']
nm0011470	Andrew Adamson	['tt0298148', 'tt0126029', 'tt0363771', 'tt0499448']
nm0000116	James Cameron	['tt0499549', 'tt1630029', 'tt0090605', 'tt0120338']
nm0041161	Philip G. Atwell	['tt0499556', 'tt0368891', 'tt0465234', 'tt0963966']
nm0770942	Richard Schenkman	['tt0756683', 'tt0157182', 'tt5770864', 'tt0117357']
nm0833779	Colin Strause	['tt2126355', 'tt1564585', 'tt0758730', 'tt0319262']
nm0833780	Greg Strause	['tt0319262', 'tt1564585', 'tt0758730', 'tt0489099']
nm1197971	Marcus Nispel	['tt0758746', 'tt0324216', 'tt0446013', 'tt0368891']
nm0001880	Edward Zwick	['tt0092492', 'tt0325710', 'tt0138097', 'tt0115956']
nm0000576	Sean Penn	['tt0327056', 'tt0315733', 'tt1013753', 'tt0112818']
nm0492909	Marc Lawrence	['tt0212346', 'tt0313737', 'tt1314228', 'tt0758766']
nm0000631	Ridley Scott	['tt3659388', 'tt0083658', 'tt0103074', 'tt2193215']
nm0629334	McG	['tt0305357', 'tt0438488', 'tt11024272', 'tt0160127']
nm0661791	Park Chan-wook	['tt4016934', 'tt0364569', 'tt0762073', 'tt12477480']
nm0240797	Dennis Dugan	['tt0116483', 'tt0960144', 'tt0142342', 'tt0077070']
nm3360961	Jorge Blanco	['tt0762125', 'tt33634433', 'tt2857458', 'tt0390699']
nm0006487	Jim Sheridan	['tt0298845', 'tt0107207', 'tt0097937', 'tt0765010']
nm0939182	Kar-Wai Wong	['tt1462900', 'tt0118694', 'tt0212712', 'tt0109424']
nm0000631	Ridley Scott	['tt3659388', 'tt0083658', 'tt0103074', 'tt2193215']
nm0000343	David Cronenberg	['tt0091064', 'tt0094964', 'tt0120907', 'tt0115964']
nm0617042	Mark Mylod	['tt7660850', 'tt0944947', 'tt1586680', 'tt2699110']
nm0855035	Andy Tennant	['tt0770752', 'tt0386588', 'tt0256415', 'tt0120631']
nm0811583	Zack Snyder	['tt0416449', 'tt0451279', 'tt12361974', 'tt0993840']
nm0716347	Nicolas Winding Refn	['tt1974419', 'tt1602613', 'tt0862467', 'tt0780504']
nm0428600	Kirk Jones	['tt0166396', 'tt0780511', 'tt1586265', 'tt0396752']
nm0166256	Ron Clements	['tt0119282', 'tt0103639', 'tt0780521', 'tt3521164']
nm0615780	John Musker	['tt0119282', 'tt0103639', 'tt0097757', 'tt3521164']
nm1732981	Martin McDonagh	['tt0780536', 'tt1931533', 'tt5027774', 'tt11813216']
nm0262595	Bruce A. Evans	['tt0092005', 'tt0104647', 'tt0780571', 'tt0088172']
nm0002653	Joe Johnston	['tt0458339', 'tt0102803', 'tt0082971', 'tt0132477']
nm0942504	Joe Wright	['tt0414387', 'tt0783233', 'tt4555426', 'tt0993842']
nm0030253	Graham Annable	['tt0787474', 'tt4302938', 'tt1488589', 'tt1623288']
nm0820934	Anthony Stacchi	['tt0787474', 'tt0400717', 'tt0102803', 'tt0099653']
nm1676223	Akiva Schaffer	['tt3960412', 'tt0072562', 'tt1490017', 'tt1189007']
nm0114226	Matt Brown	['tt0787524', 'tt20420628', 'tt0218561', 'tt1724597']
nm0769135	Don Scardino	['tt0790628', 'tt0496424', 'tt1845307', 'tt4094300']
nm0885249	Jean-Marc Vallée	['tt0401085', 'tt0790636', 'tt1550312', 'tt2305051']
nm0014960	Alexandre Aja	['tt0338095', 'tt0454841', 'tt0464154', 'tt8364368']
nm0003160	Christopher McQuarrie	['tt0114814', 'tt4912910', 'tt1745960', 'tt9603212']
nm0777881	Robert Schwentke	['tt6763252', 'tt1245526', 'tt0297871', 'tt0790736']
nm0023355	Christian Alvart	['tt1188729', 'tt10384106', 'tt6839788', 'tt14312836']
nm0000568	Frank Oz	['tt0074028', 'tt0080684', 'tt0086190', 'tt0063951']
nm1630273	Phyllida Lloyd	['tt0795421', 'tt1007029', 'tt9902160', 'tt6911608']
nm0002700	Malcolm D. Lee	['tt14022728', 'tt3564472', 'tt0168501', 'tt2083355']
nm0000095	Woody Allen	['tt0079522', 'tt0075686', 'tt0118954', 'tt0091167']
nm0009190	J.J. Abrams	['tt0411008', 'tt0796366', 'tt2488496', 'tt2527338']
nm0327273	Michel Gondry	['tt0338013', 'tt0354899', 'tt0799934', 'tt1618445']
nm0294997	Jason Friedberg	['tt1213644', 'tt0799949', 'tt1073498', 'tt1666186']
nm0783536	Aaron Seltzer	['tt1213644', 'tt0466342', 'tt0799949', 'tt1073498']
nm0831557	Nicholas Stoller	['tt1204342', 'tt4624424', 'tt17720272', 'tt2281587']
nm1170286	Martin Weisz	['tt0448400', 'tt12713604', 'tt0800069', 'tt1723117']
nm0504642	Louis Leterrier	['tt0800080', 'tt5433140', 'tt1670345', 'tt0293662']
nm0026442	Brad Anderson	['tt0261983', 'tt0800241', 'tt0361862', 'tt1772264']
nm0000438	Ed Harris	['tt0800308', 'tt0183659', 'tt0120382', 'tt0112384']
nm0504642	Louis Leterrier	['tt0800080', 'tt5433140', 'tt1670345', 'tt0293662']
nm0871860	Jeff Tremaine	['tt3063516', 'tt0800325', 'tt9684220', 'tt1116184']
nm0000110	Kenneth Branagh	['tt0097499', 'tt0116477', 'tt0107616', 'tt3402236']
nm1512910	Duncan Jones	['tt1182345', 'tt0945513', 'tt1464763', 'tt0803096']
nm1490123	James Wan	['tt0387564', 'tt3065204', 'tt2820852', 'tt1591095']
nm1349818	Anna Boden	['tt0468489', 'tt4154664', 'tt0990413', 'tt0804497']
nm0281396	Ryan Fleck	['tt0468489', 'tt4154664', 'tt0804497', 'tt2349144']
nm0004303	Gavin Hood	['tt0468565', 'tt5431890', 'tt2057392', 'tt0178860']
nm0318916	Craig Gillespie	['tt5580036', 'tt0805564', 'tt2025690', 'tt1438176']
nm0457565	Ryûhei Kitamura	['tt0805570', 'tt0384819', 'tt0275773', 'tt0346898']
nm0665041	David Pastor	['tt0806203', 'tt1935914', 'tt2140379', 'tt4118466']
nm1883612	Àlex Pastor	['tt0806203', 'tt1935914', 'tt0441462', 'tt2140379']
nm0000165	Ron Howard	['tt0367279', 'tt0075213', 'tt0268978', 'tt0112384']
nm0359734	Michael Haneke	['tt0387898', 'tt1149362', 'tt1602620', 'tt0119167']
nm1749112	Vincent Paronnaud	['tt0808417', 'tt1663321', 'tt7036616', 'tt10011228']
nm2277869	Marjane Satrapi	['tt0808417', 'tt1567437', 'tt1663321', 'tt2459758']
nm0396074	Mamoru Hosoda	['tt1474276', 'tt0808506', 'tt2140203', 'tt4272866']
nm0501185	Michael Lembeck	['tt0074014', 'tt0079336', 'tt0108778', 'tt0808510']
nm0393799	Tom Hooper	['tt5697572', 'tt0810819', 'tt1707386', 'tt1504320']
nm0240797	Dennis Dugan	['tt0116483', 'tt0960144', 'tt0142342', 'tt0077070']
nm0236226	Michael Dowse	['tt0388139', 'tt1486834', 'tt7734218', 'tt1456635']
nm0905154	Lana Wachowski	['tt0133093', 'tt0115736', 'tt1371111', 'tt1617661']
nm0905152	Lilly Wachowski	['tt0133093', 'tt0115736', 'tt1371111', 'tt1617661']
nm0773605	Marco Schnabel	['tt0811138', 'tt0295178', 'tt0364845', 'tt0212338']
nm0659380	Danny Pang	['tt0325655', 'tt0338564', 'tt0263101', 'tt0425430']
nm0161152	Oxide Chun Pang	['tt0325655', 'tt0263101', 'tt0425430', 'tt0498311']
nm0001060	Chris Columbus	['tt0241527', 'tt0295297', 'tt1454029', 'tt0294870']
nm0610831	Gabriele Muccino	['tt0814314', 'tt0454921', 'tt0265930', 'tt2582502']
nm1637768	Jim Field Smith	['tt9348692', 'tt4845906', 'tt2603596', 'tt0815236']
nm0153078	Larry Charles	['tt0098904', 'tt1645170', 'tt0889583', 'tt0264235']
nm0638271	Joe Nussbaum	['tt0203523', 'tt0815244', 'tt3952746', 'tt1588878']
nm0345294	Charles Guard	['tt0815245', 'tt0113492', 'tt8019518', 'tt0210766']
nm0345307	Thomas Guard	['tt0118661', 'tt0815245', 'tt8019518', 'tt0210766']
nm1093053	Brian Percival	['tt0816442', 'tt1606375', 'tt1062205', 'tt0296484']
nm1197971	Marcus Nispel	['tt0758746', 'tt0324216', 'tt0446013', 'tt0368891']
nm0634240	Christopher Nolan	['tt6723592', 'tt1375666', 'tt0816692', 'tt0482571']
nm0286975	Marc Forster	['tt0816711', 'tt0308644', 'tt0419887', 'tt0285742']
nm0001661	Rob Reiner	['tt0066626', 'tt0088258', 'tt0993846', 'tt0160916']
nm0005190	Garry Marshall	['tt0104694', 'tt0151738', 'tt0100405', 'tt0791304']
nm0109359	Steven Brill	['tt9036126', 'tt0110006', 'tt0104868', 'tt0185431']
nm0914132	Mark Waters	['tt1022603', 'tt0821640', 'tt1686821', 'tt0119324']
nm0942504	Joe Wright	['tt0414387', 'tt0783233', 'tt4555426', 'tt0993842']
nm0291205	David Frankel	['tt0458352', 'tt1196956', 'tt0185906', 'tt0096566']
nm0829820	Scott Stewart	['tt2387433', 'tt3079768', 'tt1038686', 'tt5615700']
nm0298807	Antoine Fuqua	['tt12530246', 'tt2404435', 'tt0455944', 'tt1798684']
nm0000142	Clint Eastwood	['tt0405159', 'tt1205489', 'tt0186566', 'tt0105695']
nm0001661	Rob Reiner	['tt0066626', 'tt0088258', 'tt0993846', 'tt0160916']
nm2411495	Gary Shore	['tt0829150', 'tt4419364', 'tt3463938', 'tt8850704']
nm0609549	Greg Mottola	['tt1091722', 'tt0116041', 'tt0829482', 'tt1082583']
nm0286975	Marc Forster	['tt0816711', 'tt0308644', 'tt0419887', 'tt0285742']
nm2284484	Gareth Edwards	['tt1470827', 'tt3748528', 'tt0831387', 'tt11858890']
nm0588340	Frank Miller	['tt0401792', 'tt0458481', 'tt0831887', 'tt0100502']
nm0111845	Adam Brooks	['tt0832266', 'tt1178663', 'tt0317198', 'tt0086876']
nm0851281	Patrick Tatopoulos	['tt0974015', 'tt2975590', 'tt0343818', 'tt0116629']
nm0850733	Genndy Tartakovsky	['tt0278238', 'tt10332508', 'tt5220122', 'tt0115157']
nm1556116	Kevin Kölsch	['tt2793490', 'tt0837563', 'tt4419364', 'tt31211251']
nm1552637	Dennis Widmyer	['tt0837563', 'tt2793490', 'tt4419364']
nm0027572	Wes Anderson	['tt0432283', 'tt0265666', 'tt8847712', 'tt5104604']
nm0570912	Adam McKay	['tt1386588', 'tt11286314', 'tt6266538', 'tt1596363']
nm0022768	Kent Alterman	['tt0839980', 'tt0399146', 'tt0399327', 'tt0319343']
nm0000255	Ben Affleck	['tt1024648', 'tt2267998', 'tt0840361', 'tt0119217']
nm0440458	Jake Kasdan	['tt0841046', 'tt7975244', 'tt0120906', 'tt1956620']
nm0158966	Lisa Cholodenko	['tt0842926', 'tt0139362', 'tt0298408', 'tt0367587']
nm0426059	Rian Johnson	['tt8946378', 'tt1276104', 'tt11564570', 'tt2527336']
nm0520488	Phil Lord	['tt1490017', 'tt4633694', 'tt9362722', 'tt2294449']
nm0588087	Christopher Miller	['tt1490017', 'tt9362722', 'tt0305011', 'tt2294449']
nm1729303	Marcus Dunstan	['tt1748227', 'tt0844479', 'tt0426459', 'tt0890870']
nm1531934	Dennis Iliadis	['tt0844708', 'tt0396630', 'tt2395385', 'tt26750984']
nm0923736	Joss Whedon	['tt0118276', 'tt0848228', 'tt1259521', 'tt0162065']
nm0917188	Chris Wedge	['tt0268380', 'tt0848537', 'tt0179011', 'tt1667889']
nm0464804	Satoshi Kon	['tt0388473', 'tt0291350', 'tt0851578', 'tt0156887']
nm0937748	Fred Wolf	['tt1375670', 'tt0245686', 'tt0852713', 'tt0114694']
nm0003418	Rob Cohen	['tt0116136', 'tt0382992', 'tt0106770', 'tt0093894']
nm0576987	Fernando Meirelles	['tt0387131', 'tt0861689', 'tt0317248', 'tt8404614']
nm0655683	José Padilha	['tt0861739', 'tt1555149', 'tt1234721', 'tt0340468']
nm0716347	Nicolas Winding Refn	['tt1974419', 'tt1602613', 'tt0862467', 'tt0780504']
nm0420422	Christine Jeffs	['tt0862846', 'tt0287645', 'tt0759939', 'tt13605284']
nm1002424	Michael Dougherty	['tt0862856', 'tt3850590', 'tt0348150', 'tt0290334']
nm1314116	Saul Dibb	['tt0864761', 'tt0900387', 'tt0385568', 'tt7768192']
nm0591450	Rob Minkoff	['tt0110357', 'tt0243585', 'tt0865556', 'tt0338094']
nm0591450	Rob Minkoff	['tt0110357', 'tt0243585', 'tt0865556', 'tt0338094']
nm0917992	Paul Weiland	['tt0093405', 'tt0866439', 'tt0215894', 'tt0212579']
nm0000165	Ron Howard	['tt0367279', 'tt0075213', 'tt0268978', 'tt0112384']
nm1429471	Jaume Collet-Serra	['tt4052882', 'tt1401152', 'tt1148204', 'tt0397065']
nm0001885	Lars von Trier	['tt0168629', 'tt4003440', 'tt1527186', 'tt0870984']
nm0024912	Shimit Amin	['tt0871510', 'tt0341266', 'tt0402014', 'tt0133189']
nm0003620	Kevin Smith	['tt0109445', 'tt0118842', 'tt0424345', 'tt0120655']
nm0594503	Hayao Miyazaki	['tt0245429', 'tt0096283', 'tt0347149', 'tt0119698']
nm0359387	John Lee Hancock	['tt0878804', 'tt2140373', 'tt1860242', 'tt10016180']
nm0614682	Ryan Murphy	['tt1327801', 'tt10161886', 'tt1844624', 'tt7562112']
nm0387706	Gregory Hoblit	['tt0081873', 'tt0186151', 'tt0106079', 'tt0117381']
nm0340958	Alister Grierson	['tt9772374', 'tt0881320', 'tt0481390', 'tt3275138']
nm0006846	Ric Roman Waugh	['tt4633690', 'tt6189022', 'tt7737786', 'tt5761544']
nm0001104	Frank Darabont	['tt0120689', 'tt0111161', 'tt0884328', 'tt1520211']
nm1275670	Jeremy Garelick	['tt0884732', 'tt0452594', 'tt15255288', 'tt0280486']
nm1410159	David Bruckner	['tt9731534', 'tt5638642', 'tt4935334', 'tt2105044']
nm0001053	Ethan Coen	['tt6412452', 'tt2042568', 'tt1019452', 'tt0477348']
nm0001054	Joel Coen	['tt6412452', 'tt10095582', 'tt2042568', 'tt1019452']
nm0000941	Kathryn Bigelow	['tt0887912', 'tt1790885', 'tt0093605', 'tt0114558']
nm0330347	Josh Gordon	['tt1711525', 'tt0889573', 'tt0981216', 'tt0445934']
nm0817447	Will Speck	['tt1711525', 'tt0889573', 'tt0981216', 'tt0445934']
nm0153078	Larry Charles	['tt0098904', 'tt1645170', 'tt0889583', 'tt0264235']
nm1135423	Darren Lynn Bousman	['tt0963194', 'tt0432348', 'tt1480285', 'tt4163020']
nm0000602	Robert Redford	['tt0087781', 'tt0081283', 'tt0064115', 'tt0074119']
nm0935095	Gary Winick	['tt0271219', 'tt0413895', 'tt0165986', 'tt0892318']
nm0213450	Dean DeBlois	['tt0275847', 'tt0892769', 'tt1646971', 'tt2386490']
nm0761498	Chris Sanders	['tt0275847', 'tt0892769', 'tt0481499', 'tt29623480']
nm1224299	Rob Letterman	['tt0892782', 'tt17720272', 'tt0307453', 'tt5884052']
nm0970447	Conrad Vernon	['tt0298148', 'tt0126029', 'tt0892782', 'tt1700841']
nm0593610	Mike Mitchell	['tt0892791', 'tt0892782', 'tt3513498', 'tt0194006']
nm0384825	John Hillcoat	['tt0421238', 'tt0898367', 'tt1212450']
nm0935095	Gary Winick	['tt0271219', 'tt0413895', 'tt0165986', 'tt0892318']
nm0001392	Peter Jackson	['tt0120737', 'tt0092610', 'tt0167260', 'tt0167261']
nm0374048	Matthijs van Heijningen Jr.	['tt10521092', 'tt0905372', 'tt10540338', 'tt0117453']
nm0138809	John Carney	['tt3544112', 'tt0907657', 'tt25471950', 'tt1980929']
nm0337773	David Gordon Green	['tt10665338', 'tt1502407', 'tt2195548', 'tt2382396']
nm0004056	Andrew Stanton	['tt0910970', 'tt0266543', 'tt2277860', 'tt0120623']
nm0379179	Mark Herman	['tt0914798', 'tt0115744', 'tt0246875', 'tt0147004']
nm0429963	Gregor Jordan	['tt0145547', 'tt0277941', 'tt0252299', 'tt0143914']
nm0788234	John Patrick Shanley	['tt0093565', 'tt0918927', 'tt0112715', 'tt6842770']
nm0946734	David Yates	['tt0373889', 'tt1201607', 'tt0918940', 'tt0417741']
nm0946734	David Yates	['tt0373889', 'tt1201607', 'tt0918940', 'tt0417741']
nm0308520	Matteo Garrone	['tt6768578', 'tt3278330', 'tt0929425', 'tt14225838']
nm0200005	Lee Daniels	['tt0929632', 'tt1327773', 'tt1496422', 'tt0361127']
nm0593463	John Cameron Mitchell	['tt0248845', 'tt0367027', 'tt3859310', 'tt0935075']
nm0603628	Pierre Morel	['tt0414852', 'tt0936501', 'tt2515034', 'tt6850820']
nm0796117	M. Night Shyamalan	['tt0452637', 'tt0286106', 'tt0368447', 'tt0167404']
nm1068186	M.J. Bassett	['tt0970452', 'tt4189022', 'tt3281796', 'tt1492179']
nm0001774	Ben Stiller	['tt0196229', 'tt0942385', 'tt1608290', 'tt0359950']
nm0637518	Phillip Noyce	['tt0252444', 'tt0258068', 'tt0435651', 'tt0108162']
nm1512910	Duncan Jones	['tt1182345', 'tt0945513', 'tt1464763', 'tt0803096']
nm0004716	Darren Aronofsky	['tt0138704', 'tt0414993', 'tt0180093', 'tt1125849']
nm0001438	Neil LaBute	['tt0119361', 'tt0119517', 'tt4277268', 'tt18224610']
nm0339030	Paul Greengrass	['tt0475276', 'tt0280491', 'tt6878306', 'tt7280898']
nm1989536	Marc Webb	['tt1022603', 'tt4481414', 'tt4094300', 'tt0948470']
nm0796117	M. Night Shyamalan	['tt0452637', 'tt0286106', 'tt0368447', 'tt0167404']
nm0384722	Tim Hill	['tt0206512', 'tt0101235', 'tt0952640', 'tt0455499']
nm0000631	Ridley Scott	['tt3659388', 'tt0083658', 'tt0103074', 'tt2193215']
nm0005222	Sam Mendes	['tt8579674', 'tt0257044', 'tt1074638', 'tt0959337']
nm0240797	Dennis Dugan	['tt0116483', 'tt0960144', 'tt0142342', 'tt0077070']
nm0788202	Adam Shankman	['tt0427327', 'tt0281358', 'tt1596342', 'tt1541775']
nm0650905	Kenny Ortega	['tt0962726', 'tt1592748', 'tt8022928', 'tt10183988']
nm0885249	Jean-Marc Vallée	['tt0401085', 'tt0790636', 'tt1550312', 'tt2305051']
nm0878756	Tom Tykwer	['tt0130827', 'tt1371111', 'tt4378376', 'tt0396171']
nm2127650	Carter Smith	['tt0963794', 'tt0492940', 'tt2381046', 'tt14960854']
nm0005509	Jon Turteltaub	['tt0106611', 'tt0114924', 'tt0117333', 'tt0368891']
nm0751102	David O. Russell	['tt1800241', 'tt0120188', 'tt1045658', 'tt0964517']
nm0000217	Martin Scorsese	['tt5537002', 'tt0075314', 'tt0070379', 'tt0099685']
nm1481493	Gil Kenan	['tt21235248', 'tt0385880', 'tt4513678', 'tt0970411']
nm0220600	Scott Derrickson	['tt7144666', 'tt1211837', 'tt1922777', 'tt0404032']
nm1068186	M.J. Bassett	['tt0970452', 'tt4189022', 'tt3281796', 'tt1492179']
nm0919369	Paul Weitz	['tt0276751', 'tt0385267', 'tt0450405', 'tt4270516']
nm0878638	David Twohy	['tt0106977', 'tt0134847', 'tt1411250', 'tt0119173']
nm0811583	Zack Snyder	['tt0416449', 'tt0451279', 'tt12361974', 'tt0993840']
nm0824882	Burr Steers	['tt0280760', 'tt0110912', 'tt1374989', 'tt0974661']
nm0315065	Sacha Gervasi	['tt1157605', 'tt0975645', 'tt0362227', 'tt1311076']
nm0197636	Stephen Daldry	['tt0976051', 'tt0274558', 'tt0249462', 'tt0477302']
nm0510731	Doug Liman	['tt1631867', 'tt0117802', 'tt0977855', 'tt3359350']
nm0254178	Adam Elliot	['tt0978762', 'tt0382734', 'tt0245024', 'tt23770030']
nm0811583	Zack Snyder	['tt0416449', 'tt0451279', 'tt12361974', 'tt0993840']
nm0000776	Michael Apted	['tt0454776', 'tt0384766', 'tt0095243', 'tt0157583']
nm0813164	Peter Sollett	['tt0981227', 'tt0316188', 'tt7440726', 'tt12141112']
nm0000229	Steven Spielberg	['tt0108052', 'tt0083866', 'tt0120815', 'tt0082971']
nm1396121	Makoto Shinkai	['tt16428256', 'tt5311514', 'tt0381348', 'tt2591814']
nm0905592	Jeff Wadlow	['tt6772950', 'tt1542768', 'tt1650554', 'tt2188671']
nm0542450	Ethan Maniquis	['tt0985694', 'tt14286000', 'tt10088006', 'tt0401792']
nm0001675	Robert Rodriguez	['tt0104815', 'tt0458481', 'tt0424774', 'tt0462322']
nm0001741	Bryan Singer	['tt0120903', 'tt0114814', 'tt0348150', 'tt1877832']
nm2588606	Steve McQueen	['tt2024544', 'tt1723811', 'tt0986233', 'tt4218572']
nm0609236	Jonathan Mostow	['tt0181852', 'tt0118771', 'tt0141926', 'tt0986263']
nm0451148	Aamir Khan	['tt5074352', 'tt0986264', 'tt0169102', 'tt2338151']
nm0005363	Guy Ritchie	['tt0988045', 'tt0120735', 'tt0208092', 'tt6139732']
nm0618680	Jeffrey Nachmanoff	['tt0988047', 'tt0319262', 'tt4154916', 'tt2647258']
nm0281945	Anne Fletcher	['tt1041829', 'tt0462590', 'tt0427327', 'tt0395699']
nm0002120	Lasse Hallström	['tt0108550', 'tt0241303', 'tt0089606', 'tt2980648']
nm0327273	Michel Gondry	['tt0338013', 'tt0354899', 'tt0799934', 'tt1618445']
nm0811583	Zack Snyder	['tt0416449', 'tt0451279', 'tt12361974', 'tt0993840']
nm0942504	Joe Wright	['tt0414387', 'tt0783233', 'tt4555426', 'tt0993842']
nm0000217	Martin Scorsese	['tt5537002', 'tt0075314', 'tt0070379', 'tt0099685']
nm0462895	David Koepp	['tt0107290', 'tt0164181', 'tt0117060', 'tt0145487']
nm0771228	Paul T. Scheuring	['tt0997152', 'tt1259528', 'tt0455275', 'tt0266465']
nm0455078	Michael Patrick King	['tt1261945', 'tt0159206', 'tt1000774', 'tt0434672']
nm0477129	Ken Kwapis	['tt4947608', 'tt1178665', 'tt3095080', 'tt1430615']
nm0004217	André Øvredal	['tt1740707', 'tt3289956', 'tt4583446', 'tt1001520']
nm0569891	Tom McGrath	['tt0351283', 'tt0479952', 'tt1911658', 'tt1277953']
nm0359387	John Lee Hancock	['tt0878804', 'tt2140373', 'tt1860242', 'tt10016180']
nm2378914	Advait Chandan	['tt6108090', 'tt10028196', 'tt0986264', 'tt29547031']
nm0097517	Derrick Borte	['tt10059518', 'tt6769326', 'tt1285309', 'tt1724597']
nm0003620	Kevin Smith	['tt0109445', 'tt0118842', 'tt0424345', 'tt0120655']
nm1630273	Phyllida Lloyd	['tt0795421', 'tt1007029', 'tt9902160', 'tt6911608']
nm0080220	Sanjay Leela Bhansali	['tt3735246', 'tt5935704', 'tt0375611', 'tt10083340']
nm0000965	Danny Boyle	['tt1542344', 'tt0289043', 'tt0111149', 'tt1010048']
nm0003506	James Mangold	['tt3315342', 'tt1950186', 'tt0358273', 'tt1462764']
nm0510912	Justin Lin	['tt0280477', 'tt1905041', 'tt5433138', 'tt5433140']
nm0001814	Gus Van Sant	['tt0363589', 'tt0842929', 'tt0097240', 'tt0102494']
nm0000318	Tim Burton	['tt0099487', 'tt1142977', 'tt0121164', 'tt0408236']
nm1174251	Daniel Espinosa	['tt5108870', 'tt1291652', 'tt5442430', 'tt1599348']
nm2497546	David F. Sandberg	['tt0448115', 'tt4786282', 'tt5140878', 'tt0932674']
nm1980431	Michael Chaves	['tt4913966', 'tt10160976', 'tt5192436', 'tt7069210']
nm0074163	Edward Berger	['tt1016150', 'tt3469918', 'tt4445154', 'tt20215234']
nm0345174	Luca Guadagnino	['tt5726616', 'tt1034415', 'tt10168670', 'tt16426418']
nm5870715	Matthew López	['tt10172266']
nm0797455	Floria Sigismondi	['tt1017451', 'tt3322312', 'tt7510346', 'tt5834204']
nm0622112	Vincenzo Natali	['tt0123755', 'tt4687108', 'tt0284978', 'tt1017460']
nm1464314	Sudha Kongara	['tt10189514', 'tt5310090', 'tt6010240', 'tt4318014']
