nconst	primaryName	knownForTitles
nm0041281	Rene Auberjonois	['tt0106145', 'tt0187393', 'tt0066026', 'tt0402711']
nm0035069	David Arkin	['tt0066026', 'tt0074119', 'tt0070334', 'tt0081353']
nm0121400	Gary Burghoff	['tt0068098', 'tt0066026', 'tt0112473', 'tt0105431']
nm0001715	George C. Scott	['tt0066206', 'tt0054997', 'tt0080516', 'tt0099528']
nm0001500	Karl Malden	['tt0044081', 'tt0047296', 'tt0066206', 'tt0048973']
nm0950079	Stephen Young	['tt0070723', 'tt0423977', 'tt0066206', 'tt0078269']
nm0835021	Michael Strong	['tt0066206', 'tt0062138', 'tt0060028', 'tt0058816']
nm0517444	Carey Loftin	['tt0066206', 'tt0067927', 'tt0085407', 'tt0072251']
nm0241711	Albert Dumortier	['tt0066206', 'tt0083537', 'tt15458608', 'tt1109468']
nm0490224	Frank Latimore	['tt0074119', 'tt0038279', 'tt0066206', 'tt0038937']
nm0667133	Morgan Paull	['tt0083658', 'tt0066206', 'tt0076993', 'tt0139769']
nm0901044	Karl Michael Vogler	['tt0066206', 'tt0062091', 'tt0060177', 'tt0059797']
nm0382707	Bill Hickman	['tt0067116', 'tt0066206', 'tt0062765', 'tt0069495']
nm0000380	Robert Duvall	['tt0118632', 'tt0086423', 'tt1872194', 'tt0316356']
nm0000587	Donald Pleasence	['tt0082495', 'tt0077651', 'tt0062512', 'tt0057115']
nm0171824	Don Pedro Colley	['tt0065462', 'tt0066434', 'tt0072225', 'tt4372572']
nm0938052	Ian Wolfe	['tt0047472', 'tt0066434', 'tt0051201', 'tt0035279']
nm0250616	Marshall Efron	['tt0066434', 'tt0358082', 'tt0438097', 'tt1174730']
nm0354085	Sid Haig	['tt0251736', 'tt0395584', 'tt0066995', 'tt0378194']
nm0668957	John Pearce	['tt0066434', 'tt0068661', 'tt0081568', 'tt0069786']
nm0550554	Gary Alan Marsh	['tt0066434']
nm0000532	Malcolm McDowell	['tt0066921', 'tt0111280', 'tt0080025', 'tt0373883']
nm0535861	Patrick Magee	['tt0066921', 'tt0058777', 'tt0082158', 'tt0072684']
nm0060988	Michael Bates	['tt0066921', 'tt0068611', 'tt0066206', 'tt0081878']
nm0165049	Warren Clarke	['tt0066921', 'tt0083943', 'tt0088286', 'tt0147760']
nm0166979	John Clive	['tt0064505', 'tt0063823', 'tt0066921', 'tt0075066']
nm0240268	Carl Duering	['tt0066921', 'tt0077269', 'tt0082933', 'tt0161131']
nm0268306	Paul Farrell	['tt0066921', 'tt0050902', 'tt0158410', 'tt0059465']
nm0290117	Clive Francis	['tt0066921', 'tt5431890', 'tt1212428', 'tt2473794']
nm0332842	Michael Gover	['tt0066921', 'tt0078346', 'tt0054518', 'tt0423210']
nm0000125	Sean Connery	['tt0055928', 'tt0117500', 'tt0094226', 'tt0091605']
nm0336509	Charles Gray	['tt0066995', 'tt0073629', 'tt0062512', 'tt0062038']
nm0212818	Jimmy Dean	['tt0066995', 'tt0099134', 'tt0092380', 'tt4335650']
nm0127677	Bruce Cabot	['tt0024216', 'tt0066831', 'tt0052106', 'tt0057298']
nm0809623	Putter Smith	['tt0066995', 'tt0093253', 'tt1407963', 'tt0071149']
nm0323098	Bruce Glover	['tt0066995', 'tt0162346', 'tt0071315', 'tt0073092']
nm0123680	Norman Burton	['tt0066995', 'tt0063442', 'tt0072308', 'tt0092675']
nm0299822	Joseph Fürst	['tt0066995', 'tt0053804', 'tt0409587', 'tt0056751']
nm0000142	Clint Eastwood	['tt0405159', 'tt1205489', 'tt0186566', 'tt0105695']
nm0732367	Andrew Robinson	['tt0106145', 'tt0093177', 'tt0066999', 'tt0103956']
nm0345340	Harry Guardino	['tt0074483', 'tt0066999', 'tt0051745', 'tt0055047']
nm0763858	Reni Santoni	['tt0090859', 'tt0066999', 'tt0118998', 'tt0085210']
nm0006893	John Vernon	['tt0077975', 'tt0066999', 'tt0083530', 'tt0075029']
nm0488024	John Larch	['tt0066999', 'tt0067588', 'tt0083530', 'tt0065225']
nm0593850	John Mitchum	['tt0074483', 'tt0066999', 'tt0064782', 'tt0068699']
nm0000432	Gene Hackman	['tt0067116', 'tt0095647', 'tt0265666', 'tt0105695']
nm0001702	Roy Scheider	['tt0073195', 'tt0078754', 'tt0067116', 'tt0077766']
nm0721073	Fernando Rey	['tt0066491', 'tt0067116', 'tt0068361', 'tt0055601']
nm0516215	Tony Lo Bianco	['tt0067116', 'tt0113987', 'tt0064437', 'tt1416801']
nm0102566	Marcel Bozzuffi	['tt0067116', 'tt0065234', 'tt0057278', 'tt0076175']
nm0664687	Frédéric de Pasquale	['tt0067116', 'tt0055832', 'tt0270772', 'tt0056345']
nm0382707	Bill Hickman	['tt0067116', 'tt0066206', 'tt0062765', 'tt0069495']
nm0308872	Harold Gary	['tt0067116', 'tt0041037', 'tt0041040', 'tt0043087']
nm0001069	Bud Cort	['tt0067185', 'tt0362270', 'tt0066026', 'tt0200550']
nm0159258	Cyril Cusack	['tt0060390', 'tt0087803', 'tt0069947', 'tt0104231']
nm0879006	Charles Tyner	['tt0067185', 'tt0068762', 'tt0093748', 'tt0076538']
nm0160452	Eric Christmas	['tt0084522', 'tt0067185', 'tt0119715', 'tt0066769']
nm0939707	G. Wood	['tt0066026', 'tt0067185', 'tt0065492', 'tt0088272']
nm0000961	Timothy Bottoms	['tt0067328', 'tt0067277', 'tt0070509', 'tt0363589']
nm0000313	Jeff Bridges	['tt0118715', 'tt1263670', 'tt1403865', 'tt0088172']
nm0424565	Ben Johnson	['tt0067328', 'tt0065214', 'tt0068638', 'tt0072705']
nm0347656	Clu Gulager	['tt0089907', 'tt0426459', 'tt0089686', 'tt0067328']
nm0098734	Sam Bottoms	['tt0075029', 'tt0078788', 'tt0329575', 'tt0067328']
nm0000163	Dustin Hoffman	['tt0084805', 'tt0095953', 'tt0064665', 'tt0079417']
nm0891092	Peter Vaughan	['tt0067800', 'tt0088846', 'tt0795368', 'tt0081633']
nm0571435	T.P. McKenna	['tt0062414', 'tt0067800', 'tt0098575', 'tt0079740']
nm0377328	Del Henney	['tt0067800', 'tt0067952', 'tt0076734', 'tt0072732']
nm0636235	Jim Norton	['tt0067800', 'tt0104850', 'tt0914798', 'tt1067583']
nm0916876	Donald Webster	['tt0067800', 'tt0070351', 'tt0054518', 'tt0165053']
nm0404455	Ken Hutchison	['tt0089457', 'tt0067800', 'tt0069515', 'tt0083987']
nm0428642	Len Jones	['tt0067800', 'tt0165050', 'tt0062573', 'tt0060484']
nm0000698	Gene Wilder	['tt0067992', 'tt0072431', 'tt0063462', 'tt0075223']
nm0016776	Jack Albertson	['tt0067992', 'tt0069113', 'tt0082406', 'tt0063654']
nm0652578	Peter Ostrum	['tt0067992', 'tt0386032', 'tt32065035', 'tt21215388']
nm0455702	Roy Kinnear	['tt0067992', 'tt0059260', 'tt0078480', 'tt0066344']
nm0832007	Leonard Stone	['tt0067992', 'tt0070723', 'tt0058816', 'tt0065775']
nm0002398	Paris Themmen	['tt0067992', 'tt0491152', 'tt2198243', 'tt0110426']
nm0001428	Klaus Kinski	['tt0079641', 'tt0068182', 'tt0083946', 'tt0059578']
nm0346087	Ruy Guerra	['tt0189509', 'tt0065631', 'tt0097689', 'tt0058122']
nm0215683	Del Negro	['tt0068182', 'tt0072405', 'tt0058123', 'tt0060137']
nm0075655	Peter Berling	['tt0068182', 'tt0083946', 'tt0091605', 'tt0217505']
nm0011937	Daniel Ades	['tt0068182', 'tt0089886', 'tt0096244', 'tt0085121']
nm0738031	Edward Roland	['tt0068182']
nm0972952	Alexandra Cheves	['tt0068182', 'tt0257187']
nm0688836	Armando Polanah	['tt0068182']
nm0001868	Michael York	['tt0074812', 'tt0068327', 'tt0063518', 'tt0118655']
nm0340926	Helmut Griem	['tt0068327', 'tt0064118', 'tt0053807', 'tt0072650']
nm0001297	Joel Grey	['tt0068327', 'tt0089901', 'tt0168629', 'tt1024715']
nm0921202	Fritz Wepper	['tt0068327', 'tt0063920', 'tt0305132', 'tt0070981']
nm0895278	Gerd Vespermann	['tt0068327', 'tt0065966', 'tt0058197', 'tt1483169']
nm0000685	Jon Voight	['tt0064665', 'tt0118615', 'tt0418279', 'tt0068473']
nm0000608	Burt Reynolds	['tt0118749', 'tt0076729', 'tt0082136', 'tt0117765']
nm0000885	Ned Beatty	['tt0074958', 'tt0068473', 'tt0822854', 'tt0078346']
nm0001074	Ronny Cox	['tt0093870', 'tt0100802', 'tt0068473', 'tt0086960']
nm0708200	Ed Ramey	['tt0068473']
nm0714681	Billy Redden	['tt0068473', 'tt0319061', 'tt1023344', 'tt32864334']
nm0322005	Seamon Glass	['tt0068473', 'tt0183884', 'tt0093158', 'tt0060028']
nm0212655	Randall Deal	['tt0068473', 'tt0125308']
nm0571853	Bill McKinney	['tt0083944', 'tt0068473', 'tt0099088', 'tt0120689']
nm0184662	Herbert 'Cowboy' Coward	['tt0068473', 'tt0849441', 'tt2845090', 'tt1877005']
nm0277424	Jon Finch	['tt0068611', 'tt0320661', 'tt0067372', 'tt0077413']
nm0287687	Barry Foster	['tt0068611', 'tt0064072', 'tt0066319', 'tt0093512']
nm0566680	Alec McCowen	['tt0086006', 'tt0068611', 'tt0217505', 'tt0106226']
nm0842578	Clive Swift	['tt0082348', 'tt0068611', 'tt0098837', 'tt0086667']
nm0187754	Bernard Cribbins	['tt0068611', 'tt0103927', 'tt0066279', 'tt0078084']
nm0060988	Michael Bates	['tt0066921', 'tt0068611', 'tt0066206', 'tt0081878']
nm0000008	Marlon Brando	['tt0078788', 'tt0068646', 'tt0047296', 'tt0070849']
nm0000199	Al Pacino	['tt0070666', 'tt0072890', 'tt0068646', 'tt0099422']
nm0001001	James Caan	['tt0083190', 'tt0073631', 'tt0068646', 'tt0100157']
nm0144710	Richard S. Castellano	['tt0068646', 'tt0066016', 'tt0081867', 'tt0809488']
nm0000380	Robert Duvall	['tt0118632', 'tt0086423', 'tt1872194', 'tt0316356']
nm0001330	Sterling Hayden	['tt0057012', 'tt0049406', 'tt0068646', 'tt0042208']
nm0549134	John Marley	['tt0066011', 'tt0068646', 'tt0062952', 'tt0059017']
nm0002017	Richard Conte	['tt0068646', 'tt0047878', 'tt0038235', 'tt0041958']
nm0504803	Al Lettieri	['tt0068646', 'tt0068638', 'tt0065207', 'tt0071866']
nm0000142	Clint Eastwood	['tt0405159', 'tt1205489', 'tt0186566', 'tt0105695']
nm0752751	Mitchell Ryan	['tt0119229', 'tt0113253', 'tt0119528', 'tt0093409']
nm0319978	Jack Ging	['tt0068699', 'tt0067588', 'tt0072402', 'tt0051312']
nm0317369	Stefan Gierasch	['tt0068762', 'tt0074285', 'tt0069495', 'tt0068699']
nm0366894	Ted Hartley	['tt0068699', 'tt1075417', 'tt0120751', 'tt0061385']
nm0193260	Billy Curtis	['tt0068699', 'tt0035279', 'tt0040107', 'tt0038157']
nm0507212	Geoffrey Lewis	['tt0202677', 'tt0072288', 'tt0395584', 'tt0077523']
nm0908198	Scott Walker	['tt0079588', 'tt0068699', 'tt0076504', 'tt0069834']
nm0000432	Gene Hackman	['tt0067116', 'tt0095647', 'tt0265666', 'tt0105695']
nm0000308	Ernest Borgnine	['tt0048356', 'tt0069113', 'tt0082340', 'tt0086662']
nm0000999	Red Buttons	['tt0076538', 'tt0069113', 'tt0050933', 'tt0056059']
nm0001522	Roddy McDowall	['tt0089175', 'tt0033729', 'tt0056937', 'tt0068408']
nm0016776	Jack Albertson	['tt0067992', 'tt0069113', 'tt0082406', 'tt0063654']
nm0640023	Arthur O'Connell	['tt0052561', 'tt0069113', 'tt0048491', 'tt0060397']
nm0000059	Laurence Olivier	['tt0069281', 'tt0077269', 'tt0032976', 'tt0074860']
nm0000323	Michael Caine	['tt0468569', 'tt3312830', 'tt0482571', 'tt0124315']
nm0000323	Michael Caine	['tt0468569', 'tt3312830', 'tt0482571', 'tt0124315']
nm0147250	Alec Cawthorne	['tt0069281']
nm0560064	John Matthews	['tt0069281']
nm0553117	Teddy Martin	['tt0069281']
nm0052023	Donatas Banionis	['tt0069293', 'tt0151750', 'tt0067155', 'tt0060161']
nm0433525	Jüri Järvet	['tt0069293', 'tt0064553', 'tt0312477', 'tt0447574']
nm0245367	Vladislav Dvorzhetskiy	['tt0069293', 'tt0453375', 'tt0074762', 'tt0136624']
nm0342458	Nikolay Grinko	['tt0069293', 'tt0079944', 'tt0060107', 'tt0072443']
nm0813463	Anatoliy Solonitsyn	['tt0079944', 'tt0069293', 'tt0060107', 'tt0072443']
nm0449256	Vitalik Kerdimun	['tt0069293', 'tt0167827']
nm0000377	Richard Dreyfuss	['tt0076095', 'tt0075860', 'tt0073195', 'tt0113862']
nm0000165	Ron Howard	['tt0367279', 'tt0075213', 'tt0268978', 'tt0112384']
nm0494432	Paul Le Mat	['tt0069704', 'tt0081150', 'tt0079576', 'tt0098143']
nm0001747	Charles Martin Smith	['tt0088172', 'tt0337721', 'tt1037156', 'tt0069704']
nm0413125	Wolfman Jack	['tt0069704', 'tt0078239', 'tt0081184', 'tt0067736']
nm0005019	Bo Hopkins	['tt0069704', 'tt0077928', 'tt0065214', 'tt0068638']
nm0655693	Manuel Padilla Jr.	['tt0069704', 'tt0086250', 'tt0060033', 'tt0079576']
nm0000640	Martin Sheen	['tt0407887', 'tt0069762', 'tt0078788', 'tt1441912']
nm0643105	Warren Oates	['tt0065214', 'tt0083131', 'tt0069762', 'tt0071249']
nm0081560	Ramon Bieri	['tt0069762', 'tt0076740', 'tt0066769', 'tt0080240']
nm0899106	Alan Vint	['tt0069762', 'tt0067549', 'tt0079429', 'tt0069444']
nm0514724	Gary Littlejohn	['tt0091225', 'tt0069762', 'tt0093605', 'tt0109456']
nm0141715	John Carter	['tt0120533', 'tt0066769', 'tt0069762', 'tt0069557']
nm0599738	Bryan Montgomery	['tt0069762', 'tt0069557', 'tt0159876', 'tt0058801']
nm0280501	Charles Fitzpatrick	['tt0069762']
nm0000661	Donald Sutherland	['tt1951264', 'tt0414387', 'tt0067309', 'tt1951265']
nm0784857	Massimo Serato	['tt0069995', 'tt0053598', 'tt0080058', 'tt0038963']
nm0769237	Renato Scarpa	['tt0069995', 'tt1456472', 'tt0134119', 'tt1243957']
nm0872282	Giorgio Trestini	['tt0069995', 'tt0102164', 'tt0218423', 'tt2874372']
nm0872689	Leopoldo Trieste	['tt0052584', 'tt0069995', 'tt0058564', 'tt0095765']
nm0871674	David Tree	['tt0069995', 'tt0031341', 'tt0031522', 'tt0033868']
nm0000045	Bruce Lee	['tt0068767', 'tt0068935', 'tt0070034', 'tt0067824']
nm0768334	John Saxon	['tt0087800', 'tt0070034', 'tt0111686', 'tt0071222']
nm0446485	Jim Kelly	['tt0070034', 'tt0071221', 'tt0072284', 'tt0074213']
nm0793384	Kien Shih	['tt0070034', 'tt0072087', 'tt2327433', 'tt0205567']
nm0908378	Robert Wall	['tt0070034', 'tt0068935', 'tt0077594', 'tt0346631']
nm0917315	Geoffrey Weeks	['tt0070034']
nm0001866	Bolo Yeung	['tt0092675', 'tt0101764', 'tt0070034', 'tt0164441']
nm0001884	Max von Sydow	['tt0080745', 'tt0050976', 'tt0181689', 'tt0477302']
nm0002011	Lee J. Cobb	['tt0050083', 'tt0047296', 'tt0053804', 'tt0070047']
nm0532290	Jack MacGowran	['tt0045061', 'tt0070047', 'tt0061655', 'tt0052722']
nm0588553	Jason Miller	['tt0070047', 'tt0099528', 'tt0108002', 'tt0084784']
nm0641780	William O'Malley	['tt0070047', 'tt0937375', 'tt10065936', 'tt0170980']
nm0382263	Barton Heyman	['tt0070047', 'tt0099165', 'tt0112461', 'tt0105217']
nm0557751	Peter Masterson	['tt0070047', 'tt0090203', 'tt0073747', 'tt0061811']
nm0000549	Roger Moore	['tt0079574', 'tt0076752', 'tt0082398', 'tt0086034']
nm0001433	Yaphet Kotto	['tt0078748', 'tt0070328', 'tt0095631', 'tt0106028']
nm0001433	Yaphet Kotto	['tt0078748', 'tt0070328', 'tt0095631', 'tt0106028']
nm0416378	Clifton James	['tt0070328', 'tt0061512', 'tt0071807', 'tt0081573']
nm0364918	Julius Harris	['tt0070328', 'tt0072251', 'tt0074751', 'tt0099365']
nm0390305	Geoffrey Holder	['tt0083564', 'tt0070328', 'tt0367594', 'tt0103859']
nm0373314	David Hedison	['tt0070328', 'tt0051622', 'tt0097742', 'tt0050356']
nm0496866	Bernard Lee	['tt0066995', 'tt0071807', 'tt0070328', 'tt0055928']
nm0000142	Clint Eastwood	['tt0405159', 'tt1205489', 'tt0186566', 'tt0105695']
nm0001358	Hal Holbrook	['tt0758758', 'tt0443272', 'tt0074119', 'tt0083767']
nm0752751	Mitchell Ryan	['tt0119229', 'tt0113253', 'tt0119528', 'tt0093409']
nm0815800	David Soul	['tt0335438', 'tt0072567', 'tt0070355', 'tt0079844']
nm0001513	Tim Matheson	['tt0077975', 'tt0200276', 'tt1832979', 'tt9077530']
nm0633121	Kip Niven	['tt0070355', 'tt0071110', 'tt0082806', 'tt0071455']
nm0001810	Robert Urich	['tt0096639', 'tt0070355', 'tt0087451', 'tt0077093']
nm0675066	Felton Perry	['tt0107978', 'tt0070355', 'tt0093870', 'tt0100502']
nm0034467	Maurice Argent	['tt0077745', 'tt0066999', 'tt0070355', 'tt0080627']
nm0000134	Robert De Niro	['tt0101540', 'tt0081398', 'tt0077416', 'tt0075314']
nm0000172	Harvey Keitel	['tt0105236', 'tt0103759', 'tt2278388', 'tt0110912']
nm0698998	David Proval	['tt0070379', 'tt0111161', 'tt0098546', 'tt0117331']
nm0739087	Richard Romanus	['tt0070379', 'tt0082509', 'tt0107843', 'tt0076929']
nm0200488	Cesare Danova	['tt0070379', 'tt0056937', 'tt0077975', 'tt0058725']
nm0034519	Victor Argo	['tt0099939', 'tt0165798', 'tt0091828', 'tt0095497']
nm0578622	George Memmoli	['tt0070379', 'tt0071994', 'tt0075148', 'tt0090103']
nm0768801	Lenny Scaletta	['tt0070379']
nm0641939	Ryan O'Neal	['tt0066011', 'tt0070510', 'tt0069495', 'tt0072684']
nm0384916	John Hillerman	['tt0080240', 'tt0071315', 'tt0071230', 'tt0067328']
nm0384916	John Hillerman	['tt0080240', 'tt0071315', 'tt0071230', 'tt0067328']
nm0364099	James N. Harrell	['tt0117038', 'tt0092076', 'tt0070510', 'tt0102138']
nm0932244	Noble Willingham	['tt0106168', 'tt0082533', 'tt0101587', 'tt0106912']
nm0949317	Bob Young	['tt0070510']
nm0000537	Steve McQueen	['tt0057115', 'tt0063688', 'tt0070511', 'tt0062765']
nm0000163	Dustin Hoffman	['tt0084805', 'tt0095953', 'tt0064665', 'tt0079417']
nm0430460	Victor Jory	['tt0031381', 'tt0056241', 'tt0031839', 'tt0032557']
nm0330150	Don Gordon	['tt0072308', 'tt0070511', 'tt0062765', 'tt0099528']
nm0001875	Anthony Zerbe	['tt0067525', 'tt0061512', 'tt0234215', 'tt0098282']
nm0218053	Robert Deman	['tt0070511', 'tt0073011', 'tt0067281', 'tt0063958']
nm0661416	Woodrow Parfrey	['tt0075029', 'tt0066999', 'tt0070511', 'tt0063442']
nm0612621	Bill Mumy	['tt0105946', 'tt0104135', 'tt0058824', 'tt0318252']
nm0183459	George Coulouris	['tt0033467', 'tt0071877', 'tt0036641', 'tt0040798']
nm0066028	Brian Bedford	['tt0113987', 'tt0070608', 'tt0060472', 'tt0061242']
nm0365201	Phil Harris	['tt0070608', 'tt0061852', 'tt0065421', 'tt0102802']
nm0589248	Roger Miller	['tt0070608', 'tt0086393', 'tt0758758', 'tt0157503']
nm0001811	Peter Ustinov	['tt0054331', 'tt0077413', 'tt0055796', 'tt0074812']
nm0001811	Peter Ustinov	['tt0054331', 'tt0077413', 'tt0055796', 'tt0074812']
nm0856103	Terry-Thomas	['tt0057193', 'tt0070608', 'tt0054279', 'tt0076161']
nm0222596	Andy Devine	['tt0031971', 'tt0056217', 'tt0070608', 'tt0029606']
nm0125426	Pat Buttram	['tt0070608', 'tt0082406', 'tt0099088', 'tt0065421']
nm0512357	George Lindsey	['tt0070608', 'tt0065421', 'tt0053479', 'tt0076618']
nm0000199	Al Pacino	['tt0070666', 'tt0072890', 'tt0068646', 'tt0099422']
nm0709907	John Randolph	['tt0128853', 'tt0067065', 'tt0070666', 'tt0077663']
nm0444955	Jack Kehoe	['tt0070666', 'tt0070735', 'tt0095631', 'tt0110771']
nm0570161	Biff McGuire	['tt0070666', 'tt0063688', 'tt0082381', 'tt0063050']
nm0731634	Tony Roberts	['tt0069097', 'tt0072251', 'tt0075686', 'tt0070666']
nm0575590	John Medici	['tt0070666', 'tt0084370', 'tt0081080', 'tt0081849']
nm0723590	Allan Rich	['tt0109635', 'tt0070666', 'tt0110932', 'tt0489225']
nm0650317	Norman Ornellas	['tt0070666']
nm0000032	Charlton Heston	['tt0052618', 'tt0049833', 'tt0070723', 'tt0067525']
nm0000064	Edward G. Robinson	['tt0036775', 'tt0040506', 'tt0038991', 'tt0038057']
nm0168035	Chuck Connors	['tt0070723', 'tt0080040', 'tt0057329', 'tt0051411']
nm0001072	Joseph Cotten	['tt0041959', 'tt0033467', 'tt0036855', 'tt0035015']
nm0676349	Brock Peters	['tt0102975', 'tt0070723', 'tt0056592', 'tt0092007']
nm0950079	Stephen Young	['tt0070723', 'tt0423977', 'tt0066206', 'tt0078269']
nm0377947	Mike Henry	['tt0076729', 'tt0070723', 'tt0061067', 'tt0066301']
nm0453299	Lincoln Kilpatrick	['tt0067525', 'tt0106950', 'tt0070723', 'tt0071318']
nm0000056	Paul Newman	['tt0054997', 'tt0257044', 'tt0084855', 'tt0110684']
nm0000602	Robert Redford	['tt0087781', 'tt0081283', 'tt0064115', 'tt0074119']
nm0001727	Robert Shaw	['tt0073195', 'tt0060665', 'tt0070735', 'tt0057076']
nm0001164	Charles Durning	['tt0072890', 'tt0080736', 'tt0079588', 'tt0190590']
nm0001827	Ray Walston	['tt0081353', 'tt0083929', 'tt0070735', 'tt0064782']
nm0332390	Harold Gould	['tt0129290', 'tt0295427', 'tt0070735', 'tt0322330']
nm0373570	John Heffernan	['tt0070735', 'tt0103594', 'tt0163988', 'tt0116259']
nm0253020	Dana Elcar	['tt0070735', 'tt0088559', 'tt0086837', 'tt0086873']
nm0444955	Jack Kehoe	['tt0070666', 'tt0070735', 'tt0095631', 'tt0110771']
nm0000008	Marlon Brando	['tt0078788', 'tt0068646', 'tt0047296', 'tt0070849']
nm0224576	Dan Diament	['tt0070849']
nm0224576	Dan Diament	['tt0070849']
nm0000989	Yul Brynner	['tt0049408', 'tt0049833', 'tt0054047', 'tt0070909']
nm0000907	Richard Benjamin	['tt0070909', 'tt0073766', 'tt0070291', 'tt0118954']
nm0000981	James Brolin	['tt0181865', 'tt0078767', 'tt0070909', 'tt0077294']
nm0058991	Norman Bartold	['tt0070909', 'tt0075860', 'tt0071268', 'tt0070752']
nm0649178	Alan Oppenheimer	['tt0070909', 'tt0472033', 'tt0126158', 'tt3513500']
nm0887694	Dick Van Patten	['tt0094012', 'tt0070909', 'tt0107977', 'tt0070723']
nm0291266	Steve Franken	['tt0070909', 'tt0063415', 'tt0058659', 'tt0052490']
nm0586609	Michael T. Mikler	['tt0070909', 'tt0062365', 'tt0070518', 'tt0066905']
nm0940919	Edward Woodward	['tt0070917', 'tt0088513', 'tt0425112', 'tt0080310']
nm0000489	Christopher Lee	['tt0121765', 'tt0120737', 'tt0167261', 'tt0070917']
nm0447330	Lindsay Kemp	['tt0070917', 'tt0120879', 'tt1529317', 'tt0963167']
nm0914170	Russell Waters	['tt0070917', 'tt0054518', 'tt0424009', 'tt0053458']
nm0606368	Aubrey Morris	['tt0066921', 'tt0089489', 'tt0070917', 'tt0110613']
nm0606368	Aubrey Morris	['tt0066921', 'tt0089489', 'tt0070917', 'tt0110613']
nm0139892	Walter Carr	['tt0070917', 'tt0396301', 'tt0220919', 'tt0430757']
nm0001476	Cleavon Little	['tt0071230', 'tt0067927', 'tt0089730', 'tt0097366']
nm0000698	Gene Wilder	['tt0067992', 'tt0072431', 'tt0063462', 'tt0075223']
nm0001620	Slim Pickens	['tt0057012', 'tt0071230', 'tt0068638', 'tt0078723']
nm0466327	Harvey Korman	['tt0071230', 'tt0082517', 'tt0061240', 'tt0112896']
nm0000316	Mel Brooks	['tt0094012', 'tt0395251', 'tt0082517', 'tt0071230']
nm0000316	Mel Brooks	['tt0094012', 'tt0395251', 'tt0082517', 'tt0071230']
nm0319096	Burton Gilliam	['tt0071230', 'tt0099088', 'tt0070510', 'tt0072288']
nm0440090	Alex Karras	['tt0071230', 'tt0084865', 'tt0084522', 'tt0076993']
nm0399663	David Huddleston	['tt0118715', 'tt0071230', 'tt0395251', 'tt0095174']
nm0242668	Liam Dunn	['tt0069495', 'tt0071230', 'tt0072431', 'tt0070511']
nm0000197	Jack Nicholson	['tt0071315', 'tt0119822', 'tt0407887', 'tt0073486']
nm0001379	John Huston	['tt0040897', 'tt0071315', 'tt0042208', 'tt0089841']
nm0520164	Perry Lopez	['tt0071315', 'tt0065938', 'tt0100828', 'tt0092857']
nm0384916	John Hillerman	['tt0080240', 'tt0071315', 'tt0071230', 'tt0067328']
nm0959022	Darrell Zwerling	['tt0077631', 'tt0071315', 'tt0078718', 'tt0100935']
nm0421772	Roy Jenson	['tt0071315', 'tt0070723', 'tt0077523', 'tt0060490']
nm0000591	Roman Polanski	['tt0071315', 'tt0074811', 'tt1139328', 'tt0063522']
nm0048147	Richard Bakalyan	['tt0071315', 'tt0082406', 'tt0059885', 'tt0050213']
nm0000432	Gene Hackman	['tt0067116', 'tt0095647', 'tt0265666', 'tt0105695']
nm0001030	John Cazale	['tt0072890', 'tt0071360', 'tt0068646', 'tt0071562']
nm0307255	Allen Garfield	['tt0092644', 'tt0071360', 'tt0073440', 'tt0268995']
nm0002078	Frederic Forrest	['tt0078788', 'tt0071360', 'tt0106856', 'tt0096639']
nm0383449	Michael Higgins	['tt0120202', 'tt0092563', 'tt0105327', 'tt0071360']
nm0000148	Harrison Ford	['tt0082971', 'tt0076759', 'tt0106977', 'tt0090329']
