tconst	primaryTitle	startYear	genres	actors	directors
tt4463894	Shaft	2019.0	['Action', 'Comedy', 'Crime']	['nm0000168', 'nm1900772', 'nm0745780', 'nm2809645', 'nm0920038', 'nm0541218', 'nm0207218', 'nm2240326']	['nm1103162']
tt4465564	Fifty Shades Darker	2017.0	['Drama', 'Mystery', 'Romance']	['nm1946193', 'nm0425053', 'nm2093766', 'nm0711559', 'nm0242882', 'nm0022883']	['nm0001226']
tt4468740	Paddington 2	2017.0	['Adventure', 'Comedy', 'Family']	['nm0924210', 'nm0000424', 'nm0095017', 'nm0002091', 'nm4575328']	['nm1653753']
tt4477536	Fifty Shades Freed	2018.0	['Drama', 'Mystery', 'Romance']	['nm1946193', 'nm0425053', 'nm2093766', 'nm0711559', 'nm0242882']	['nm0001226']
tt4481414	Gifted	2017.0	['Drama']	['nm0262635', 'nm7385695', 'nm0413698', 'nm0687625', 'nm0278125']	['nm1989536']
tt4495098	Gran Turismo	2023.0	['Action', 'Adventure', 'Drama']	['nm1092086', 'nm0089217', 'nm5994098', 'nm3042346', 'nm6651162', 'nm0005023', 'nm4413036', 'nm10532308']	['nm0088955']
tt4500922	Maze Runner: The Death Cure	2018.0	['Action', 'Adventure', 'Sci-Fi']	['nm3729721', 'nm3859624', 'nm1032473', 'nm2766708', 'nm2401020', 'nm5015107', 'nm0002064']	['nm1226871']
tt4501244	Why Him?	2016.0	['Comedy']	['nm0290556', 'nm0147825', 'nm0827307', 'nm0186505', 'nm3994945', 'nm3838034']	['nm0357453']
tt4513674	Café Society	2016.0	['Comedy', 'Drama', 'Romance']	['nm0251986', 'nm0136797', 'nm0917361', 'nm1073603', 'nm0832792']	['nm0000095']
tt4513678	Ghostbusters: Afterlife	2021.0	['Adventure', 'Comedy', 'Fantasy']	['nm0748620', 'nm6016511', 'nm10594234', 'nm0000195', 'nm0000101', 'nm0001368']	['nm0718646']
tt4520988	Frozen II	2019.0	['Adventure', 'Animation', 'Comedy']	['nm1265802', 'nm2676147', 'nm1250791', 'nm0000547', 'nm0728762']	['nm0118333', 'nm1601644']
tt4530422	Overlord	2018.0	['Action', 'Horror', 'Sci-Fi']	['nm5381254', 'nm0751518', 'nm1561982', 'nm1910274', 'nm0207691', 'nm2760664', 'nm3038224', 'nm10227146', 'nm4806449']	['nm1170339']
tt4532826	Robin Hood	2018.0	['Action', 'Adventure', 'Drama']	['nm5473782', 'nm0004937', 'nm0004937', 'nm0578853', 'nm1946193', 'nm2423358', 'nm2167957', 'nm0000719', 'nm0669667', 'nm1580945']	['nm1163264']
tt4540710	Miss Sloane	2016.0	['Drama']	['nm0835016', 'nm0836121', 'nm1477818', 'nm0001475', 'nm3241027', 'nm0611442', 'nm0808022']	['nm0006960']
tt4547056	The Girl with All the Gifts	2016.0	['Action', 'Adventure', 'Drama']	['nm6160535', 'nm0175916', 'nm3455151', 'nm7842208']	['nm1142073']
tt4550098	Nocturnal Animals	2016.0	['Drama', 'Thriller']	['nm0350453', 'nm0350453', 'nm0788335', 'nm1093951', 'nm2309517', 'nm3194762', 'nm7075019']	['nm1053530']
tt4555426	Darkest Hour	2017.0	['Drama', 'War']	['nm0000198', 'nm0578853', 'nm0681975', 'nm0226820', 'nm0428933', 'nm0922335', 'nm0774516', 'nm0525973']	['nm0942504']
tt4560436	Mile 22	2018.0	['Action', 'Thriller']	['nm0000242', 'nm3299397', 'nm0000518', 'nm0016243', 'nm2795989', 'nm1080768']	['nm0000916']
tt4566758	Mulan	2020.0	['Action', 'Adventure', 'Drama']	['nm0947447', 'nm0001472', 'nm0001462', 'nm5256788', 'nm0002245']	['nm0138927']
tt4572514	Patriots Day	2016.0	['Action', 'Crime', 'Drama']	['nm0000242', 'nm0799777', 'nm0000422', 'nm5352674', 'nm2200128', 'nm3246446', 'nm4975544', 'nm6716392']	['nm0000916']
tt4575576	Christopher Robin	2018.0	['Adventure', 'Comedy', 'Drama']	['nm0000191', 'nm0309693', 'nm0203882', 'nm0769083', 'nm0004355', 'nm7646809', 'nm2742856']	['nm0286975']
tt4589218	Five Nights at Freddy's	2023.0	['Horror', 'Mystery', 'Thriller']	['nm1242688', 'nm0000498', 'nm0000498', 'nm4057004', 'nm1013956', 'nm7096056', 'nm12213000']	['nm0849747']
tt4595186	Luckiest Girl Alive	2022.0	['Drama', 'Mystery', 'Thriller']	['nm1587729', 'nm1058940', 'nm1738014', 'nm4488868', 'nm8288217']	['nm0054954']
tt4595882	Can You Ever Forgive Me?	2018.0	['Biography', 'Comedy', 'Crime']	['nm0001290', 'nm1229520', 'nm1407037', 'nm0818880', 'nm2111303', 'nm1567085', 'nm0367510']	['nm1716636']
tt4614584	Purple Hearts	2022.0	['Drama', 'Music', 'Romance']	['nm5954280', 'nm7483475', 'nm2279247', 'nm0000798', 'nm3784878', 'nm3067471']	['nm0020491']
tt4622512	Battle of the Sexes	2017.0	['Biography', 'Comedy', 'Drama']	['nm0136797', 'nm0000597', 'nm0001086', 'nm0647638', 'nm0035488']	['nm0206760', 'nm0267512']
tt4624424	Storks	2016.0	['Adventure', 'Animation', 'Comedy']	['nm1676221', 'nm0001288', 'nm0123092', 'nm4465086', 'nm1221047', 'nm1443502', 'nm0001803', 'nm2811212', 'nm2811212']	['nm0831557', 'nm0842339']
tt4630562	The Fate of the Furious	2017.0	['Action', 'Crime', 'Thriller']	['nm0004874', 'nm0005458', 'nm0425005', 'nm0879085', 'nm0524839', 'nm0000621', 'nm1812656']	['nm0336620']
tt4633690	Shot Caller	2017.0	['Crime', 'Drama', 'Thriller']	['nm0182666', 'nm0182666', 'nm1165044', 'nm1256532', 'nm1710309', 'nm0232998', 'nm0428055', 'nm0704696', 'nm0313902', 'nm0339011']	['nm0006846']
tt4633694	Spider-Man: Into the Spider-Verse	2018.0	['Action', 'Adventure', 'Animation']	['nm4271336', 'nm2159926', 'nm0991810', 'nm3109964', 'nm1825214']	['nm2130108', 'nm0709056', 'nm0745247']
tt4649466	Kingsman: The Golden Circle	2017.0	['Action', 'Adventure', 'Comedy']	['nm5473782', 'nm0000147', 'nm0835016', 'nm1475594', 'nm5685205', 'nm1259756', 'nm4694127', 'nm2129938', 'nm2713033']	['nm0891216']
tt4651520	Bad Moms	2016.0	['Comedy']	['nm3492402', 'nm1378589', 'nm0241173']	['nm0524190', 'nm0601859']
tt4680182	Colossal	2016.0	['Comedy', 'Drama', 'Fantasy']	['nm0837177', 'nm3271473', 'nm0625789', 'nm1405398', 'nm8901736', 'nm0182099']	['nm1443023']
tt4682266	The New Mutants	2020.0	['Action', 'Horror', 'Mystery']	['nm6390427', 'nm6723114', 'nm0063440', 'nm0444352', 'nm2322283']	['nm1837748']
tt4682786	Collateral Beauty	2016.0	['Drama', 'Romance']	['nm0000226', 'nm0001570', 'nm0671567', 'nm3632976']	['nm0291205']
tt4686844	The Death of Stalin	2017.0	['Comedy', 'Drama', 'History']	['nm0000114', 'nm0750971', 'nm0001787', 'nm1623508', 'nm0175916', 'nm1517523', 'nm1145854', 'nm0001589']	['nm0406334']
tt4687108	In the Tall Grass	2019.0	['Horror', 'Mystery', 'Sci-Fi']	['nm10031930', 'nm10031930', 'nm0933940', 'nm7819375', 'nm7819375', 'nm1549295', 'nm1549295']	['nm0622112']
tt4695012	It Comes at Night	2017.0	['Drama', 'Horror', 'Mystery']	['nm0249291', 'nm3571592', 'nm5123156', 'nm7808549', 'nm0671725', 'nm9017626', 'nm3829223', 'nm0642567']	['nm4099092']
tt4698684	Hunt for the Wilderpeople	2016.0	['Adventure', 'Comedy', 'Drama']	['nm0000554', 'nm5421877', 'nm0452714', 'nm3574793', 'nm2333404', 'nm1959207', 'nm1055302']	['nm0169806']
tt4701182	Bumblebee	2018.0	['Action', 'Adventure', 'Sci-Fi']	['nm7449863', 'nm1078479', 'nm6099602', 'nm1447142', 'nm2484195', 'nm0651159', 'nm0877270', 'nm0137230']	['nm1325899']
tt4729430	Klaus	2019.0	['Adventure', 'Animation', 'Comedy']	['nm0005403', 'nm0799777', 'nm0766005', 'nm0655053', 'nm0655053', 'nm0005172', 'nm9468053']	['nm0655053']
tt4731136	A Cure for Wellness	2016.0	['Drama', 'Fantasy', 'Horror']	['nm2851530', 'nm0005042', 'nm2166477', 'nm0771621', 'nm0342881', 'nm0635962', 'nm0541612', 'nm0470886']	['nm0893659']
tt4758646	War Machine	2017.0	['Comedy', 'Drama', 'War']	['nm0000093', 'nm0079418', 'nm1910274', 'nm1710309', 'nm5518972', 'nm0333410', 'nm0001309', 'nm0370892', 'nm2406588', 'nm0309236']	['nm2391575']
tt4761112	The Mauritanian	2021.0	['Biography', 'Crime', 'Drama']	['nm2588665', 'nm12366936', 'nm12366937', 'nm12366938', 'nm12366939', 'nm10114213', 'nm12366940', 'nm12366941']	['nm0531817']
tt4765284	Pitch Perfect 3	2017.0	['Comedy', 'Music']	[]	['nm2586324']
tt4769836	The Do-Over	2016.0	['Action', 'Adventure', 'Comedy']	['nm0001191', 'nm0005450', 'nm0841910', 'nm0909768', 'nm0000276', 'nm0350079']	['nm0109359']
tt4776998	The Promise	2016.0	['Action', 'Adventure', 'Drama']	['nm1209966', 'nm0000288', 'nm0319843', 'nm3092471', 'nm0390903', 'nm1485637', 'nm0620981']	['nm0313623']
tt4777008	Maleficent: Mistress of Evil	2019.0	['Adventure', 'Drama', 'Family']	['nm6170168', 'nm0727165', 'nm0252230', 'nm4534098', 'nm0512305', 'nm1408543']	['nm1461392']
tt4779682	The Meg	2018.0	['Action', 'Horror', 'Sci-Fi']	['nm0005458', 'nm0933988', 'nm0193295', 'nm0152061', 'nm1191866', 'nm0853079', 'nm0959963']	['nm0005509']
tt4781612	Imperium	2016.0	['Crime', 'Drama', 'Mystery']	['nm0705356', 'nm0504832', 'nm0870794', 'nm0004801', 'nm2884388', 'nm1119187', 'nm1437733', 'nm4917921', 'nm1218607']	['nm2495732']
tt4786282	Lights Out	2016.0	['Horror', 'Mystery']	['nm5145655', 'nm0121605', 'nm2856658', 'nm2096119']	['nm2497546']
tt4799050	Rough Night	2017.0	['Comedy']	['nm3625953', 'nm5536718', 'nm0123092', 'nm0006663']	['nm3622659']
tt4832640	Sultan	2016.0	['Action', 'Drama', 'Romance']	['nm0006795', 'nm0393535', 'nm2815326', 'nm1122912', 'nm2800599', 'nm0756378', 'nm4054786', 'nm0810653', 'nm3100183']	['nm1804614']
tt4846232	Good Time	2017.0	['Crime', 'Drama', 'Thriller']	['nm1500155', 'nm1509478', 'nm7350709', 'nm5831542', 'nm1238459', 'nm9122813', 'nm9193835']	['nm1509478', 'nm1343394']
tt4846340	Hidden Figures	2016.0	['Biography', 'Drama', 'History']	['nm0000126', 'nm1433588', 'nm0991810', 'nm0388038', 'nm1412974']	['nm0577647']
tt4849438	Baahubali 2: The Conclusion	2017.0	['Action', 'Drama']	['nm1659141', 'nm1659141', 'nm2281292', 'nm0766470', 'nm0621937', 'nm1759615', 'nm5639197', 'nm6845066']	['nm1442514']
tt4853102	Batman: The Killing Joke	2016.0	['Action', 'Animation', 'Crime']	['nm0175834', 'nm0000434', 'nm0936403', 'nm0224007', 'nm0235960', 'nm0313364', 'nm2765391', 'nm1873559', 'nm0636046']	['nm0515005']
tt4857264	The Invisible Guest	2016.0	['Crime', 'Drama', 'Mystery']	['nm1832584', 'nm0180580', 'nm0649649', 'nm0869718', 'nm0783591', 'nm4837333', 'nm0240290']	['nm1079062']
tt4873118	Guy Ritchie's the Covenant	2023.0	['Action', 'Drama', 'Thriller']	['nm0350453', 'nm1502469', 'nm4727272', 'nm3438484', 'nm5012671', 'nm5652008', 'nm4435667', 'nm0001538', 'nm1573253']	['nm0005363']
tt4877122	The Emoji Movie	2017.0	['Adventure', 'Animation', 'Comedy']	['nm2554352', 'nm0179479', 'nm0942833', 'nm0001772']	['nm1902232']
tt4881806	Jurassic World: Fallen Kingdom	2018.0	['Action', 'Adventure', 'Sci-Fi']	['nm0695435', 'nm1245863', 'nm6819854', 'nm0000342', 'nm0429363', 'nm0505971', 'nm0000156', 'nm0000703']	['nm1291105']
tt4901306	Perfect Strangers	2016.0	['Comedy', 'Drama']	['nm0061484', 'nm0316074', 'nm0502412', 'nm0557609', 'nm8217329']	['nm0002645']
tt4912910	Mission: Impossible - Fallout	2018.0	['Action', 'Adventure', 'Thriller']	['nm0000129', 'nm0147147', 'nm0000609', 'nm0670408', 'nm0365317', 'nm0004747']	['nm0003160']
tt4913966	The Curse of La Llorona	2019.0	['Horror', 'Mystery', 'Thriller']	['nm0190441', 'nm9361594', 'nm0859503', 'nm0024593', 'nm9355155']	['nm1980431']
tt4916630	Just Mercy	2019.0	['Biography', 'Crime', 'Drama']	['nm0430107', 'nm0004937', 'nm11324875', 'nm0362268', 'nm1362473', 'nm4544635', 'nm0101997', 'nm11170022']	['nm2308774']
tt4919268	Bad Boys: Ride or Die	2024.0	['Action', 'Adventure', 'Comedy']	['nm0000226', 'nm0001454', 'nm1573253', 'nm0199312', 'nm0344435', 'nm0778501']	['nm4816401', 'nm4263190']
tt4925292	Lady Bird	2017.0	['Comedy', 'Drama']	['nm0504832', 'nm2348627', 'nm3154303', 'nm0376610', 'nm0735366']	['nm1950086']
tt4954522	Raw	2016.0	['Drama', 'Horror']	['nm3274096', 'nm0524217', 'nm0099521', 'nm7179123', 'nm7227294', 'nm0768632']	['nm4469445']
tt4971344	The Sisters Brothers	2018.0	['Drama', 'Western']	['nm0000604', 'nm0001618', 'nm0350453', 'nm1981893', 'nm0000442', 'nm0181995', 'nm6439934']	['nm0002191']
tt4972582	Split	2016.0	['Horror', 'Thriller']	['nm0564215', 'nm0564215', 'nm0564215', 'nm0377034', 'nm1278376', 'nm0400223', 'nm0913545']	['nm0796117']
tt4975722	Moonlight	2016.0	['Drama']	['nm0991810', 'nm5218990', 'nm7683379', 'nm8104400', 'nm5429086', 'nm7683380', 'nm4075156', 'nm8401405']	['nm1503575']
tt4995790	The Square	2017.0	['Comedy', 'Drama']	['nm0051903', 'nm0922035', 'nm1024953', 'nm1412125', 'nm9039885']	['nm1128037']
tt4998632	Ambulance	2022.0	['Action', 'Crime', 'Drama']	['nm0350453', 'nm5584344', 'nm0226813', 'nm1218757', 'nm7878293', 'nm6018521', 'nm2336180']	['nm0000881']
tt5013056	Dunkirk	2017.0	['Action', 'Drama', 'History']	['nm7887725', 'nm4422686', 'nm0753314', 'nm0362766', 'nm4044784', 'nm2902567', 'nm5218471', 'nm5914751', 'nm6077951', 'nm4110963']	['nm0634240']
tt5022702	Hush	2016.0	['Horror', 'Thriller']	['nm0302330', 'nm0873998']	['nm1093039']
tt5027774	Three Billboards Outside Ebbing, Missouri	2017.0	['Comedy', 'Crime', 'Drama']	['nm0000437', 'nm0005377', 'nm2655177', 'nm6019128', 'nm0676370', 'nm2888524']	['nm1732981']
tt5028340	Mary Poppins Returns	2018.0	['Adventure', 'Comedy', 'Family']	['nm0592135', 'nm0924210', 'nm8127149', 'nm8773781', 'nm0000147', 'nm0000147']	['nm0551128']
tt5033998	Charlie's Angels	2019.0	['Action', 'Adventure', 'Comedy']	['nm0001772', 'nm0005023', 'nm3510471', 'nm0006958', 'nm0269542', 'nm3616779']	['nm0006969']
tt5034838	Godzilla vs. Kong	2021.0	['Action', 'Sci-Fi', 'Thriller']	['nm0002907', 'nm3109964', 'nm1040419', 'nm5421877', 'nm0714698', 'nm0151419', 'nm0065007']	['nm1417392']
tt5052448	Get Out	2017.0	['Horror', 'Mystery', 'Thriller']	['nm2257207', 'nm0925966', 'nm2655177', 'nm5436968', 'nm3147751', 'nm0740535', 'nm2577076']	['nm1443502']
tt5052474	Sicario: Day of the Soldado	2018.0	['Action', 'Crime', 'Drama']	['nm0001125', 'nm0000982', 'nm0232998', 'nm2636310', 'nm0000546', 'nm0924154', 'nm6413679', 'nm5448059']	['nm1356588']
tt5073642	Color Out of Space	2019.0	['Horror', 'Mystery', 'Sci-Fi']	['nm0000115', 'nm3231931', 'nm0001045', 'nm2063811', 'nm6623135', 'nm1892220']	['nm0822582']
tt5074352	Dangal	2016.0	['Action', 'Biography', 'Drama']	['nm0451148', 'nm6269780', 'nm5057209', 'nm2971390', 'nm8624891']	['nm4318159']
tt5083738	The Favourite	2018.0	['Biography', 'Comedy', 'Drama']	['nm0396558', 'nm10083301']	['nm0487166']
tt5090568	Transformers: Rise of the Beasts	2023.0	['Action', 'Adventure', 'Sci-Fi']	['nm6588867', 'nm10773795', 'nm11943130', 'nm3502049', 'nm0222593', 'nm0413742']	['nm4023702']
tt5093026	Papillon	2017.0	['Adventure', 'Biography', 'Crime']	['nm0402271', 'nm4986118', 'nm0265457', 'nm4412040', 'nm3789860', 'nm4793928', 'nm0318353', 'nm9407936']	['nm1840064']
tt5095030	Ant-Man and the Wasp	2018.0	['Action', 'Adventure', 'Comedy']	['nm0748620', 'nm0748620', 'nm0671567', 'nm0324658', 'nm0134072', 'nm1939267', 'nm2810287']	['nm0715636']
tt5104604	Isle of Dogs	2018.0	['Adventure', 'Animation', 'Comedy']	['nm0186505', 'nm8659025', 'nm0001570', 'nm0000837', 'nm0000156', 'nm0000195', 'nm1440081', 'nm0847425']	['nm0027572']
tt5108870	Morbius	2022.0	['Action', 'Adventure', 'Horror']	['nm0001467', 'nm1741002', 'nm0364813', 'nm0879085', 'nm1371339', 'nm0000474', 'nm1035368', 'nm6339026']	['nm1174251']
tt5109280	Raya and the Last Dragon	2021.0	['Action', 'Adventure', 'Animation']	['nm9865565', 'nm0196654', 'nm0938950']	['nm2320658', 'nm2788015']
tt5109784	Mother!	2017.0	['Drama', 'Horror', 'Mystery']	['nm0000849', 'nm0000438', 'nm2244852', 'nm1727304', 'nm5381254', 'nm0204576']	['nm0004716']
tt5113040	The Secret Life of Pets 2	2019.0	['Adventure', 'Animation', 'Comedy']	['nm0652663', 'nm0366389', 'nm0000148', 'nm0832314', 'nm0001022', 'nm1293885', 'nm2868110']	['nm0719208', 'nm3646390']
tt5113044	Minions: The Rise of Gru	2022.0	['Adventure', 'Animation', 'Comedy']	['nm0136797', 'nm1853544', 'nm0000273', 'nm1258970', 'nm0000241', 'nm0000185', 'nm0001803']	['nm0049633', 'nm1556070', 'nm3646390']
tt5116302	Togo	2019.0	['Adventure', 'Biography', 'Drama']	['nm0000353', 'nm0382216', 'nm0233807', 'nm0234235', 'nm0340729', 'nm0631788', 'nm0364028']	['nm0179697']
tt5140878	Annabelle: Creation	2017.0	['Horror', 'Mystery', 'Thriller']	['nm0001439', 'nm0339159', 'nm0104220']	['nm2497546']
tt5164214	Ocean's Eight	2018.0	['Action', 'Comedy', 'Crime']	['nm0001162', 'nm2343704']	['nm0002657']
tt5164432	Love, Simon	2018.0	['Comedy', 'Drama']	['nm3538718', 'nm0241049', 'nm2383250', 'nm2920533', 'nm7449863', 'nm0355024']	['nm0075528']
tt5168192	I, Daniel Blake	2016.0	['Drama']	['nm0424302', 'nm7844224', 'nm8585681', 'nm8904781', 'nm8821929']	['nm0516360']
tt5177088	The Girl in the Spider's Web	2018.0	['Action', 'Adventure', 'Crime']	['nm0345695', 'nm3147751', 'nm0580351', 'nm7486593', 'nm0051903']	['nm1793079']
tt5177120	The Ministry of Ungentlemanly Warfare	2024.0	['Action', 'Comedy', 'War']	['nm0147147', 'nm2024927', 'nm1641117', 'nm2129802', 'nm0000144', 'nm2842005', 'nm6525901', 'nm1239499', 'nm0001709']	['nm0005363']
tt5186714	The Salesman	2016.0	['Drama', 'Thriller']	['nm1486911', 'nm0439307', 'nm2320613', 'nm13350374']	['nm1410815']
tt5215952	The Wailing	2016.0	['Drama', 'Horror', 'Mystery']	['nm0475165', 'nm1058565', 'nm3483072', 'nm8760655', 'nm3680865']	['nm2947553']
tt5220122	Hotel Transylvania 3: Summer Vacation	2018.0	['Adventure', 'Animation', 'Comedy']	['nm0001191', 'nm1676221', 'nm0416673', 'nm0000114', 'nm0005450', 'nm1221047', 'nm0300712']	['nm0850733']
tt5246700	How It Ends	2018.0	['Action', 'Drama', 'Horror']	['nm3772243', 'nm0001845', 'nm3191089', 'nm9973659', 'nm3906990']	['nm1270033']
tt5247022	Paterson	2016.0	['Comedy', 'Drama', 'Romance']	['nm3485845', 'nm8165340', 'nm0542492', 'nm8147527', 'nm3663271', 'nm0377106', 'nm3571226', 'nm3571315', 'nm5359238']	['nm0000464']
tt5294550	All the Money in the World	2017.0	['Crime', 'Drama', 'History']	['nm0001626', 'nm0000242', 'nm0244151', 'nm0000459', 'nm4055138', 'nm6339026', 'nm2217601', 'nm0502813', 'nm9030917']	['nm0000631']
tt5304992	Set It Up	2018.0	['Comedy', 'Romance']	['nm1412974', 'nm0004875', 'nm0203457', 'nm4339544', 'nm4270695', 'nm1501384']	['nm0768957']
tt5308322	Happy Death Day	2017.0	['Comedy', 'Horror', 'Mystery']	['nm3441152', 'nm2531628', 'nm4320647', 'nm2513232', 'nm7353465', 'nm8875326']	['nm0484907']
tt5311514	Your Name.	2016.0	['Animation', 'Drama', 'Fantasy']	['nm1126340', 'nm6954008', 'nm4858403', 'nm5481013', 'nm1111054', 'nm0409287']	['nm1396121']
tt5323662	A Silent Voice: The Movie	2016.0	['Animation', 'Drama']	['nm0997115', 'nm2770525', 'nm1328326']	['nm2518118', 'nm2210720']
tt5362988	Wind River	2017.0	['Crime', 'Drama', 'Mystery']	['nm0719637', 'nm0001295', 'nm3897067', 'nm0032009', 'nm1441925', 'nm0083655']	['nm0792263']
tt5363618	Sound of Metal	2019.0	['Drama', 'Music']	['nm1981893', 'nm0705152', 'nm0023832', 'nm12066036', 'nm10733406', 'nm5012884', 'nm1452254']	['nm2942187']
tt5390504	Detroit	2017.0	['Crime', 'Drama', 'History']	['nm3915784', 'nm1107001', 'nm4861346', 'nm3632976', 'nm1663252', 'nm6251353', 'nm6072366', 'nm7061107', 'nm7800057']	['nm0000941']
tt5431890	Official Secrets	2019.0	['Biography', 'Crime', 'Drama']	['nm1741002', 'nm0328828', 'nm0406975', 'nm4682935', 'nm0000146', 'nm0384152', 'nm0000562', 'nm3467387']	['nm0004303']
tt5433138	F9: The Fast Saga	2021.0	['Action', 'Crime', 'Thriller']	['nm0004874', 'nm0879085', 'nm0524839', 'nm1078479', 'nm6806440', 'nm0437646']	['nm0510912']
tt5433140	Fast X	2023.0	['Action', 'Adventure', 'Crime']	['nm0004874', 'nm0005458', 'nm0879085', 'nm0524839', 'nm1078479', 'nm0437646']	['nm0504642']
tt5439796	Logan Lucky	2017.0	['Action', 'Comedy', 'Crime']	['nm1475594', 'nm3485845', 'nm0185819', 'nm0641389', 'nm8529555', 'nm8529562']	['nm0001752']
tt5442430	Life	2017.0	['Horror', 'Sci-Fi', 'Thriller']	['nm0350453', 'nm0005351', 'nm0760796', 'nm0048159', 'nm8870663', 'nm8870664']	['nm1174251']
tt5461944	Hotel Mumbai	2018.0	['Action', 'Drama', 'History']	['nm2353862', 'nm2309517', 'nm0451600', 'nm9008193', 'nm8237562', 'nm9052961', 'nm8574169', 'nm5180281', 'nm10445024']	['nm2285536']
tt5462602	The Big Sick	2017.0	['Comedy', 'Drama', 'Romance']	['nm3529685', 'nm0005380', 'nm0451600', 'nm2253821', 'nm3102998', 'nm2223253']	['nm0795290']
tt5463162	Deadpool 2	2018.0	['Action', 'Adventure', 'Comedy']	['nm0005351', 'nm0005351', 'nm0005351', 'nm0000982', 'nm5421877', 'nm2554352', 'nm4175221', 'nm4477836']	['nm0500610']
tt5478478	Hostiles	2017.0	['Drama', 'Western']	['nm0791864', 'nm0585651', 'nm4980610', 'nm0000288', 'nm0168262', 'nm3718007', 'nm0382632']	['nm0178376']
tt5500218	Samaritan	2022.0	['Action', 'Drama', 'Fantasy']	['nm0000230', 'nm9937520', 'nm1561982', 'nm2030779', 'nm0771414', 'nm7437608', 'nm2971607', 'nm0761572']	['nm1170339']
tt5503686	Hustlers	2019.0	['Comedy', 'Crime', 'Drama']	['nm0419574']	['nm1032521']
tt5519340	Bright	2017.0	['Action', 'Fantasy', 'Thriller']	['nm0000226', 'nm0249291', 'nm1183149', 'nm2158803', 'nm2322283', 'nm0054697']	['nm0043742']
tt5535276	Maestro	2023.0	['Biography', 'Drama', 'History']	['nm0177896', 'nm0093589', 'nm0024188', 'nm3344292', 'nm1235530', 'nm0460206', 'nm3006509']	['nm0177896']
tt5536736	The Meyerowitz Stories	2017.0	['Comedy', 'Drama']	['nm0001191', 'nm0000163', 'nm2974069', 'nm4311436', 'nm3845878', 'nm0002139']	['nm0000876']
tt5537002	Killers of the Flower Moon	2023.0	['Crime', 'Drama', 'History']	['nm0000138', 'nm0000134', 'nm0687146', 'nm0001475', 'nm0000409']	['nm0000217']
tt5541240	To the Bone	2017.0	['Drama']	['nm1802205']	['nm0637497']
tt5580036	I, Tonya	2017.0	['Biography', 'Comedy', 'Drama']	['nm1659221', 'nm3236159', 'nm0134072']	['nm0318916']
tt5580390	The Shape of Water	2017.0	['Drama', 'Fantasy', 'Romance']	['nm0788335', 'nm0427964', 'nm0420955', 'nm0836121', 'nm0382110', 'nm0780678', 'nm0036732', 'nm0000911']	['nm0868219']
tt5592248	The Beguiled	2017.0	['Drama', 'History', 'Thriller']	['nm0268199', 'nm0701818', 'nm5462219']	['nm0001068']
tt5606664	Doctor Sleep	2019.0	['Drama', 'Fantasy', 'Horror']	['nm0000191', 'nm0193295', 'nm0565647', 'nm0519486', 'nm0835393']	['nm1093039']
tt5610554	Tully	2018.0	['Comedy', 'Drama', 'Mystery']	['nm0515296', 'nm8313926', 'nm0243233']	['nm0718646']
tt5613484	Mid90s	2018.0	['Comedy', 'Drama']	['nm6129779', 'nm2348627', 'nm7078703', 'nm10006491', 'nm10006497', 'nm9208180']	['nm1706767']
tt5638642	The Ritual	2017.0	['Horror', 'Mystery', 'Thriller']	['nm1245863', 'nm2468782', 'nm1674947', 'nm0873744', 'nm2050660', 'nm2765916', 'nm5696905', 'nm9365455', 'nm8755070']	['nm1410159']
